Smiles,Target Name,Standard Value
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCN(C)C)ncn2)CC1,Serine/threonine-protein kinase B-raf,68.2
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)N[n+]2ccc3ccccc3c2)cc1,Cyclin-dependent kinase 1,42.0
C/C(=N\OCC(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,Vascular endothelial growth factor receptor 2,4.0
Cc1ccc(Oc2ccnc3cc(-c4cnn(C5CCNCC5)c4)ccc23)cc1,ALK tyrosine kinase receptor,50.2
N[C@@H](Cc1cccc2ccccc12)C(=O)Nc1cncc(/C=C/c2ccncc2)c1,Serine/threonine-protein kinase AKT,668.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,Serine/threonine-protein kinase AKT,3.0
Cc1c(NCCN(C)C)cc(Cl)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,Serine/threonine-protein kinase AKT,53.0
CCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,Tyrosine-protein kinase JAK3,1.3
COc1cc(OC)cc(N(CCn2cccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,467.74
O=C(NCc1ccccc1)Nc1ccc2[nH]ncc2c1,Rho-associated protein kinase 2,5500.0
Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,Serine/threonine-protein kinase AKT,1500.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1,Serine/threonine-protein kinase B-raf,14.0
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(F)c4)c3)cc12,Serine/threonine-protein kinase AKT,8.4
COc1cc(OC)cc(N(C[C@@H](O)C(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,3235.94
CC1Cc2c(Cl)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,Serine/threonine-protein kinase AKT,1.0
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4F)c3n2)CC1,Serine/threonine-protein kinase B-raf,4.0
F[C@@H]1CNCC[C@H]1n1cc(-c2ccc3c(c2)Cc2c[nH]nc2-3)c(-c2ccncc2)n1,Serine/threonine-protein kinase B-raf,700.0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(-c3ccccc3F)cccc21,Serine/threonine-protein kinase AKT,23.0
CSc1cc(Oc2ccnc3[nH]c(=O)[nH]c23)ccc1NC(=O)Nc1cc(C(F)(F)F)ccc1F,Serine/threonine-protein kinase B-raf,3060.0
Cn1cc(-c2nn(C3CCN(C#N)CC3)c3ncnc(N)c23)cn1,Tyrosine-protein kinase JAK3,94.3
O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@H](CO)c4ccccc4)c3)cc12)c1ccccc1,Cyclin-dependent kinase 7,1726.0
COc1cc(Nc2cncc(-c3ccncc3)n2)cc(OC)c1OC,Serine/threonine-protein kinase B-raf,2900.0
CCN1CCN(C(=S)SCC(=O)Nc2cccc(NC(=O)c3ccccn3)c2)CC1,Vascular endothelial growth factor receptor 2,1084.0
COc1cc(OC)cc(N(CCCNCC(F)(F)F)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,218.78
COC(=O)c1cccc(-c2cc(C(=O)Nc3ccncc3F)ccc2CN)c1,Rho-associated protein kinase 2,7.8
CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,Vascular endothelial growth factor receptor 2,180.0
N#CCC(=O)N1CC(F)(F)C12CCN(c1ncnc3[nH]ccc13)C2,Tyrosine-protein kinase JAK3,12.0
O=C(NC(=S)Nc1cc([N+](=O)[O-])cc(Cl)c1O)c1ccccc1,Serine/threonine-protein kinase AKT,31000.0
Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,Tyrosine-protein kinase JAK3,630.0
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Vascular endothelial growth factor receptor 2,42.0
COc1ccc(NC(=O)Nc2ccc(C(=O)N/N=C3\C(=O)Nc4ccc(Cl)cc43)cc2)cc1,Vascular endothelial growth factor receptor 2,2500.0
O=C(NCCc1ccc(F)cc1)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,Tyrosine-protein kinase JAK3,360.0
O=C(NCCc1ccc(Cl)cc1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,Serine/threonine-protein kinase AKT,940.0
COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,0.48
Cc1ccc(-c2cnc3c(-c4ccncc4)cnn3c2)cc1,Vascular endothelial growth factor receptor 2,62.0
COc1cc(OC)cc(N(CCN2C[C@@H](C)O[C@@H](C)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,Vascular endothelial growth factor receptor 2,6165.95
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=C(Cl)C3=O)c2cc1OC,Vascular endothelial growth factor receptor 2,70.9
OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,Serine/threonine-protein kinase B-raf,0.13
CC(C)c1c(-c2nnc(NCCCN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,Vascular endothelial growth factor receptor 2,17.0
CCCS(=O)(=O)Nc1cccc(Nc2ccc3ncn(C)c(=O)c3c2)c1C#N,Serine/threonine-protein kinase B-raf,0.3
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)c(=O)[nH]c1ccccc12,ALK tyrosine kinase receptor,310.0
COc1cc(S(=O)(=O)CC(=O)N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,ALK tyrosine kinase receptor,10.0
Cc1ccc(F)c(NC(=O)Nc2ccc(Sc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2)c1,Vascular endothelial growth factor receptor 2,69.0
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(-c4ccc(C(=O)O)cc4)c23)c1,Serine/threonine-protein kinase B-raf,16.0
COc1cccc(-c2cn3ncc(C(N)=O)c(N[C@@H]4CN(C(=O)C5(C#N)CC5)C[C@@H]4C)c3n2)n1,Tyrosine-protein kinase JAK3,2.2
COCCN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,Serine/threonine-protein kinase AKT,4700.0
O=C(NCc1ccccc1)c1cccc(NCc2nc(-c3ccncc3)n[nH]2)c1,Rho-associated protein kinase 2,24.0
CN1CCN(c2ccc(-c3cnc4c(-c5ccnc6ccccc56)cnn4c3)cc2)CC1,Vascular endothelial growth factor receptor 2,1520.0
Clc1cccc(Cl)c1-c1nc2ccc(Nc3ccnc4ccccc34)cc2[nH]1,Vascular endothelial growth factor receptor 2,8350.0
COc1cc2[nH]ncc2cc1NC(=O)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,231.0
CC(C)c1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1,Interleukin-1 receptor-associated kinase 4,16.0
N#Cc1cccc(CN2CCCC(Nc3cccc4cnccc34)C2)c1,Rho-associated protein kinase 2,5720.0
COc1cc(OC)cc(N(CCCN)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,2951.21
CCN(CC)CCN1Cc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)c(C)c2C1=O,Vascular endothelial growth factor receptor 2,179.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](C)C(C)(C)O,Interleukin-1 receptor-associated kinase 4,2900.0
COc1cc(C2=C(c3cn(CCN)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,Vascular endothelial growth factor receptor 2,1885.0
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCNC(=O)CCC(=O)N2CCN([C@H]3CC[C@@H](Nc4ncnn5ccc(C(C)C)c45)CC3)CC2)C(C)(C)C)cc1,Interleukin-1 receptor-associated kinase 3,24.0
COc1cc(OC)cc(N(CCCN2C[C@@H](C)O[C@@H](C)C2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,6760.83
O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(N5CCCCC5)nn4)ccn23)c1,Vascular endothelial growth factor receptor 2,20.0
Cc1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncnc1,Tyrosine-protein kinase ABL,2.3
COc1cc(OC)cc(N(CCNCCC#N)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,75.86
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4C)nc3[nH]2)c1,Rho-associated protein kinase 2,5.0
CC(=O)NCC[C@@H]1C[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,Serine/threonine-protein kinase AKT,2.49
COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@H](N1CCOCC1)CC2,ALK tyrosine kinase receptor,35.0
NC1(c2ccc(-c3nc4cc(-c5ccc(F)cc5)ccn4c3-c3ccccc3)cc2)CCC1,Serine/threonine-protein kinase AKT,989.0
O=S(=O)(Nc1cc(Sc2ncc[nH]2)c(O)c2ccccc12)c1cccs1,Serine/threonine-protein kinase B-raf,120.0
N#Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2C[C@H](O)[C@@H](O)C2)[nH]1,Tyrosine-protein kinase ABL,1.0
Nc1ncnc2nc(-c3ccc(CN4CCC(n5ncc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12,Serine/threonine-protein kinase AKT2,99.0
NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,Serine/threonine-protein kinase AKT2,210.0
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2ccc3[nH]ncc3c2)nn1,Tyrosine-protein kinase ABL,250.0
COc1cc2c(Nc3ccc(Br)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,Vascular endothelial growth factor receptor 2,50.0
CN(C)CC1CCCN(CCCn2ccc(-c3ccn4c(-c5ccccc5)cnc4c3)cc2=O)C1,Vascular endothelial growth factor receptor 2,67.0
C#Cc1cccc(Nc2nccc3c(Nc4ncccc4-c4cc(NC)ncn4)c(C)ccc23)c1,Serine/threonine-protein kinase B-raf,18.0
C=Cc1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,Serine/threonine-protein kinase AKT2,621.0
CCOC(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1,Serine/threonine-protein kinase B-raf,220.0
NC(=O)C[C@H]1CCc2sc3ncnc(O[C@H]4CC[C@H](N5CCOCC5)CC4)c3c21,Interleukin-1 receptor-associated kinase 4,7.5
CCn1cc(-c2cnc3ccc(N(CCN)c4cc(OC)cc(OC)c4)cc3n2)cn1,Vascular endothelial growth factor receptor 2,25.7
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6C(F)(F)F)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,260.0
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C)c2n1,Serine/threonine-protein kinase B-raf,1.0
CN1CCCN(c2nc(N)c3ncnc(Nc4cc(C(=O)Nc5cccc(C(F)(F)F)c5)ccc4Br)c3n2)CC1,Serine/threonine-protein kinase B-raf,83.0
CC(C)Oc1cc2c(OC[C@H]3CCC(=O)N3)nccc2cc1C(N)=O,Interleukin-1 receptor-associated kinase 4,840.0
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,Vascular endothelial growth factor receptor 2,640.0
CC1CCN(C(=O)CC#N)C12CN(c1ncnc3[nH]ccc13)CC2(F)F,Tyrosine-protein kinase JAK3,140.0
Nc1cccc(-c2nc3sccn3c2-c2ccnc(NCCCCNS(=O)(=O)c3cccc(F)c3)n2)c1,Serine/threonine-protein kinase B-raf,13.5
c1ccc(-c2nc3ccccc3nc2-c2ccc(CN3CCC(c4cc(-c5ccncc5)[nH]n4)CC3)cc2)cc1,Serine/threonine-protein kinase AKT3,11280.0
CCCS(=O)(=O)c1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1,Interleukin-1 receptor-associated kinase 4,4000.0
O=C(Nc1cc(Cl)ccc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,Interleukin-1 receptor-associated kinase 4,338.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCN(c2ncc(F)cn2)CC1,Interleukin-1 receptor-associated kinase 4,3.0
CC1CCCCC1c1nnn2cnc3[nH]ccc3c12,Tyrosine-protein kinase JAK3,55.0
COc1cccc(NC(=O)CN2CCN(c3nnc(-c4ccccc4)c4ccccc34)CC2)c1,Vascular endothelial growth factor receptor 2,1560.0
COc1cc(OC)cc(N(CCCN2CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,33.11
CC(O)CNS(=O)(=O)c1ccc2[nH]c3c(C(N)=O)nccc3c2c1,Serine/threonine-protein kinase B-raf,21990.0
CCCCN1CCN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)nn3)c2)CC1,Serine/threonine-protein kinase B-raf,15.0
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,Cyclin-dependent kinase 9,4.0
O=C(Nc1cc(C2CC2)[nH]n1)C(=O)c1ccccc1,Cyclin-dependent kinase 2,2600.0
Cc1[nH]c2cc(Nc3ncc(Cl)c(Nc4ccccc4NS(C)(=O)=O)n3)ccc2c1C(=O)N1CCC(C)CC1,ALK tyrosine kinase receptor,6.5
Cn1cc(NC(=O)c2cnc3ccc(N[C@@H]4CCCNC4)nn23)c(C(N)=O)n1,Interleukin-1 receptor-associated kinase 4,12.5
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(=O)NCCN(CC)CC,Vascular endothelial growth factor receptor 2,954.0
NC1(c2ccc(-c3nc4cc(Cl)c(Cl)cn4c3-c3ccccc3)cc2)CCC1,Serine/threonine-protein kinase AKT,150.0
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CC[C@H](Cc3ccccc3)C2)CC1,Tyrosine-protein kinase JAK3,721.0
CC(=O)N[C@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Rho-associated protein kinase 2,260.0
CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,Cyclin-dependent kinase 1,31.0
O=C(Nc1cc(Cl)ccc1OC1CCC(O)C1)c1cnn2cccnc12,Interleukin-1 receptor-associated kinase 4,361.0
CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccn(C)n5)ccc4n3)cn2)CC1,Interleukin-1 receptor-associated kinase 4,490.0
N#Cc1cnc(Nc2cc(CN3CCOCC3)ccn2)s1,Vascular endothelial growth factor receptor 2,8.0
COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,Tyrosine-protein kinase ABL,3400.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CC1,Interleukin-1 receptor-associated kinase 4,2.4
O=C1Nc2ccc(F)cc2/C1=C/c1ccc(-c2cn(-c3ccc(F)cc3)nn2)cc1,Vascular endothelial growth factor receptor 2,192510.0
CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,Interleukin-1 receptor-associated kinase 4,15.49
Cc1cc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2cc1C,Interleukin-1 receptor-associated kinase 4,1200.0
CC(C)NC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,Vascular endothelial growth factor receptor 2,1230.0
CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(CN)cc4)c3n2)c1.Cl,Serine/threonine-protein kinase AKT2,24.0
CN(c1nc(-c2cnc(N)nc2)nc(N2CCOCC2)n1)C1CCN(C(=O)c2ccccc2)CC1,Serine/threonine-protein kinase B-raf,118.0
COc1cc(OC)cc(N(CCCO)c2ccc3ncc(-c4c(C)nn(C)c4C)nc3c2)c1,Vascular endothelial growth factor receptor 2,676.08
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2ccc(Oc3ccnc(-c4cnc(C(F)(F)F)[nH]4)c3)cc21,Vascular endothelial growth factor receptor 2,30.0
CN1Cc2c(C3=CCN(CC(=O)N4CC[C@H](O)C4)CC3)[nH]c3ncc(F)c(c23)-c2cc(F)ccc21,Cyclin-dependent kinase 9,52.0
O=C(Nc1cccc(OC(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1,Serine/threonine-protein kinase B-raf,14600.0
Cc1ccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,Serine/threonine-protein kinase B-raf,44.0
CNC(=O)c1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,1230.27
COc1ccc(F)cc1-c1c(C#N)cnc2[nH]c(C3=CCN(CC(=O)N4CCC[C@H]4CO)CC3)cc12,Cyclin-dependent kinase 9,172.0
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)CCc2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)C(C)(C)C)cc1,Serine/threonine-protein kinase AKT2,90.0
Cc1cccc2cc(/C=C/C(=O)c3ccc(Cl)s3)c(Cl)nc12,Vascular endothelial growth factor receptor 2,189.07
Cc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,Serine/threonine-protein kinase AKT,203.0
COc1cc(-c2ccc3ncnc(Nc4ccc(F)cc4)c3c2)ccc1O,Serine/threonine-protein kinase B-raf,1154.0
Cc1cccc(NC(=O)c2ccc(NC(=O)CSc3nc4ccccc4n4cnnc34)cc2)c1,Vascular endothelial growth factor receptor 2,10.7
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccccc32)cc1,Cyclin-dependent kinase 2,120.0
CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,Tyrosine-protein kinase ABL,8400.0
CC(C)c1cc(C(=O)NCC(=O)Nc2ccc(F)c(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c2)c(O)cc1O,ALK tyrosine kinase receptor,14.0
N#CN[C@H]1CCOc2ccc(-c3ncnc4[nH]ccc34)cc21,Tyrosine-protein kinase JAK3,7.0
Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)o1,Interleukin-1 receptor-associated kinase 4,44.0
CCN(CC)CCOc1ccc2c(n1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,ALK tyrosine kinase receptor,6.473
CC(=O)Nc1cc(-c2sc(C3CCN(C4CC4)CC3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)ccn1,Serine/threonine-protein kinase B-raf,4.8
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC(F)(F)C1,Interleukin-1 receptor-associated kinase 4,2.3
CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6cccc(-c7ccccc7)c6)c5c4c3)cc2)CC1,ALK tyrosine kinase receptor,140.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,542.0
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(CC(C)C)CC3)nc12,Serine/threonine-protein kinase B-raf,4.0
Cc1cc(C)cc(C(=O)NC(=S)Nc2c(O)cc(C(F)(F)F)cc2C(F)(F)F)c1,Serine/threonine-protein kinase AKT,20800.0
COc1cc(OCCO)cc(N(CCN)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,Vascular endothelial growth factor receptor 2,239.88
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C(=O)C2CN(S(C)(=O)=O)C2)CC1,Interleukin-1 receptor-associated kinase 4,10.0
Clc1ccc(C2(NC[C@H]3CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC3)COC2)cc1,Tyrosine-protein kinase JAK3,240.0
COc1nc(N2CCSCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,ALK tyrosine kinase receptor,2800.0
CCN1CCCC1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,Vascular endothelial growth factor receptor 2,50.0
CNC(=O)c1ccc(Nc2nccc(-c3cnc(COC)n3C(C)C)n2)cc1,Cyclin-dependent kinase 2,62.0
COCCOCCOCCOCCNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,Cyclin-dependent kinase 2,4.5
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1ccnc(N2CCOC[C@H]2C)c1,Serine/threonine-protein kinase B-raf,14.47
COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)cc2)cc1,Cyclin-dependent kinase 7,1423.0
CNC(=O)c1cc(Oc2ccc(NC(=O)c3cccc(O)c3)cc2)ccc1N,Serine/threonine-protein kinase B-raf,4060.0
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2ccccc12,Serine/threonine-protein kinase B-raf,920.0
CCC(C)(O)CCc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,Cyclin-dependent kinase 1,1300.0
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C3CC3)c2F)n1,Serine/threonine-protein kinase B-raf,0.18
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,Interleukin-1 receptor-associated kinase 4,514.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCN1CCOCC1,Interleukin-1 receptor-associated kinase 4,4.9
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(Cl)c23)c1,Serine/threonine-protein kinase B-raf,13.0
COc1cc2c(NC3=CC(=O)C(OC(CF)CF)=CC3=O)ncnc2cc1OCCCN1CCCC1,Vascular endothelial growth factor receptor 2,6.4
COc1cc2ncnc(-n3nc(-c4ccncc4)nc3N)c2cc1OC,Serine-protein kinase ATM,5000.0
CN1CCN(C(=O)c2cccc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2)CC1,Interleukin-1 receptor-associated kinase 4,5.0
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cncc(-c2cccnc2O)c1,Tyrosine-protein kinase ABL,77.0
O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC(F)(F)C2)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,792.0
CCN(CC)CCNC(=O)c1ccc(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c1=O.Cl,Vascular endothelial growth factor receptor 2,15.0
COc1cc(OC)cc(N(CCC2CCNCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,Vascular endothelial growth factor receptor 2,1122.02
CCN1CCCC1CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,Interleukin-1 receptor-associated kinase 4,2000.0
COc1ccccc1OCc1nc2ccc(-c3cn[nH]c3)cc2c(=O)[nH]1,Rho-associated protein kinase 2,188.0
COc1cc(OC)cc(N(CCN2CCC[C@H]2C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl,Vascular endothelial growth factor receptor 2,37.15
Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)NO)sc23)c1,Vascular endothelial growth factor receptor 2,11.0
Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(F)F)n1,Interleukin-1 receptor-associated kinase 4,0.2
CC(C)n1cnc2c(NCc3ccc4ccccc4c3)nc(N3CCCCC3CCO)nc21,Cyclin-dependent kinase 1,1200000.0
C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2)ncc1C(F)(F)F,Vascular endothelial growth factor receptor 2,350.0
CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,Vascular endothelial growth factor receptor 2,43.0
c1ccc(-c2cnc(Nc3ccc(CN4CCCC4)cn3)s2)cc1,Vascular endothelial growth factor receptor 2,6.0
COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,Cyclin-dependent kinase 2,1584.89
Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCNC4)nc23)c(C(F)(F)F)n1,Interleukin-1 receptor-associated kinase 4,0.8
O=S(=O)(Nc1cc(Sc2ccccn2)c(O)c2ccccc12)c1cccs1,Serine/threonine-protein kinase B-raf,350.0
CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,Cyclin-dependent kinase 1,790.0
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cc(-c4cccnc4)cc(-c4ccccn4)c3)o2)c1,Vascular endothelial growth factor receptor 2,51.2
C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,ALK tyrosine kinase receptor,1.5
